,driverId,race_id,q1_timing,q2_timing,q3_timing,position,qualifying_pos,prev_year_pos,season,round
7581,giovinazzi,2019_2,1:30.026,0,0,11,16,0.0,2019,2
7582,hulkenberg,2019_2,1:30.034,0,0,17,17,6.0,2019,2
7583,stroll,2019_2,1:30.217,0,0,14,18,14.0,2019,2
7584,russell,2019_2,1:31.759,0,0,15,19,0.0,2019,2
7585,kubica,2019_2,1:31.799,0,0,16,20,0.0,2019,2
7586,bottas,2019_3,1:32.658,1:31.728,1:31.547,2,1,2.0,2019,3
7587,hamilton,2019_3,1:33.115,1:31.637,1:31.570,1,2,4.0,2019,3
7588,vettel,2019_3,1:33.557,1:32.232,1:31.848,3,3,8.0,2019,3
7589,leclerc,2019_3,1:32.712,1:32.324,1:31.865,5,4,19.0,2019,3
7590,max_verstappen,2019_3,1:33.274,1:32.369,1:32.089,4,5,5.0,2019,3
7591,gasly,2019_3,1:33.863,1:32.948,1:32.930,6,6,18.0,2019,3
7592,ricciardo,2019_3,1:33.709,1:33.214,1:32.958,7,7,1.0,2019,3
7593,hulkenberg,2019_3,1:33.644,1:33.968,1:32.962,20,8,6.0,2019,3
7594,kevin_magnussen,2019_3,1:34.036,1:33.150,0,13,9,10.0,2019,3
7595,grosjean,2019_3,1:33.752,1:33.156,0,11,10,17.0,2019,3
7596,kvyat,2019_3,1:33.783,1:33.236,0,19,11,0.0,2019,3
7597,perez,2019_3,1:34.026,1:33.299,0,8,12,12.0,2019,3
7598,raikkonen,2019_3,1:34.125,1:33.419,0,9,13,3.0,2019,3
7599,sainz,2019_3,1:33.686,1:33.523,0,14,14,9.0,2019,3
7600,norris,2019_3,1:34.148,1:33.967,0,18,15,0.0,2019,3
7601,stroll,2019_3,1:34.292,0,0,12,16,14.0,2019,3
7602,russell,2019_3,1:35.253,0,0,16,17,0.0,2019,3
7603,kubica,2019_3,1:35.281,0,0,17,18,0.0,2019,3
7604,bottas,2019_4,1:42.026,1:41.500,1:40.495,1,1,14.0,2019,4
7605,hamilton,2019_4,1:41.614,1:41.580,1:40.554,2,2,1.0,2019,4
7606,vettel,2019_4,1:42.042,1:41.889,1:40.797,3,3,4.0,2019,4
7607,max_verstappen,2019_4,1:41.727,1:41.388,1:41.069,4,4,16.0,2019,4
7608,perez,2019_4,1:42.249,1:41.870,1:41.593,6,5,3.0,2019,4
7609,kvyat,2019_4,1:42.324,1:42.221,1:41.681,19,6,0.0,2019,4
7610,norris,2019_4,1:42.371,1:42.084,1:41.886,8,7,0.0,2019,4
7611,giovinazzi,2019_4,1:42.140,1:42.381,1:42.424,12,17,0.0,2019,4
7612,leclerc,2019_4,1:41.426,1:41.995,0,5,8,6.0,2019,4
7613,sainz,2019_4,1:41.936,1:42.398,0,7,9,5.0,2019,4
7614,ricciardo,2019_4,1:42.486,1:42.477,0,20,10,17.0,2019,4
7615,albon,2019_4,1:42.154,1:42.494,0,11,11,0.0,2019,4
7616,kevin_magnussen,2019_4,1:42.382,1:42.699,0,13,12,13.0,2019,4
7617,stroll,2019_4,1:42.630,0,0,9,13,8.0,2019,4
7618,grosjean,2019_4,1:43.407,0,0,18,14,15.0,2019,4
7619,hulkenberg,2019_4,1:43.427,0,0,14,15,18.0,2019,4
7620,russell,2019_4,1:45.062,0,0,15,16,0.0,2019,4
7621,kubica,2019_4,1:45.455,0,0,16,0,0.0,2019,4
7622,raikkonen,2019_4,0,0,0,10,0,2.0,2019,4
7623,gasly,2019_4,0,0,0,17,0,12.0,2019,4
7624,bottas,2019_5,1:16.979,1:15.924,1:15.406,2,1,2.0,2019,5
7625,hamilton,2019_5,1:17.292,1:16.038,1:16.040,1,2,1.0,2019,5
7626,vettel,2019_5,1:17.425,1:16.667,1:16.272,4,3,4.0,2019,5
7627,max_verstappen,2019_5,1:17.244,1:16.726,1:16.357,3,4,3.0,2019,5
7628,leclerc,2019_5,1:17.388,1:16.714,1:16.588,5,5,10.0,2019,5
7629,gasly,2019_5,1:17.862,1:16.932,1:16.708,6,6,19.0,2019,5
7630,grosjean,2019_5,1:18.042,1:17.066,1:16.911,10,7,18.0,2019,5
7631,kevin_magnussen,2019_5,1:17.669,1:17.272,1:16.922,7,8,6.0,2019,5
7632,kvyat,2019_5,1:17.914,1:17.243,1:17.573,9,9,0.0,2019,5
7633,ricciardo,2019_5,1:18.385,1:17.299,1:18.106,12,13,5.0,2019,5
7634,norris,2019_5,1:17.611,1:17.338,0,20,10,0.0,2019,5
7635,albon,2019_5,1:17.796,1:17.445,0,11,11,0.0,2019,5
7636,sainz,2019_5,1:17.760,1:17.599,0,8,12,7.0,2019,5
7637,raikkonen,2019_5,1:18.132,1:17.788,0,14,14,17.0,2019,5
7638,perez,2019_5,1:18.286,1:17.886,0,15,15,9.0,2019,5
7639,hulkenberg,2019_5,1:18.404,0,0,13,0,20.0,2019,5
7640,stroll,2019_5,1:18.471,0,0,19,16,11.0,2019,5
7641,giovinazzi,2019_5,1:18.664,0,0,16,18,0.0,2019,5
7642,russell,2019_5,1:19.072,0,0,17,19,0.0,2019,5
7643,kubica,2019_5,1:20.254,0,0,18,17,0.0,2019,5
7644,hamilton,2019_6,1:11.542,1:10.835,1:10.166,1,1,3.0,2019,6
7645,bottas,2019_6,1:11.562,1:10.701,1:10.252,3,2,5.0,2019,6
7646,max_verstappen,2019_6,1:11.597,1:10.618,1:10.641,4,3,9.0,2019,6
7647,vettel,2019_6,1:11.434,1:11.227,1:10.947,2,4,2.0,2019,6
7648,gasly,2019_6,1:11.740,1:11.457,1:11.041,5,8,7.0,2019,6
7649,kevin_magnussen,2019_6,1:11.865,1:11.363,1:11.109,14,5,13.0,2019,6
7650,ricciardo,2019_6,1:11.767,1:11.543,1:11.218,9,6,1.0,2019,6
7651,kvyat,2019_6,1:11.602,1:11.412,1:11.271,7,7,0.0,2019,6
7652,sainz,2019_6,1:11.872,1:11.608,1:11.417,6,9,10.0,2019,6
7653,albon,2019_6,1:12.007,1:11.429,1:11.653,8,10,0.0,2019,6
7654,hulkenberg,2019_6,1:12.097,1:11.670,0,13,11,8.0,2019,6
7655,norris,2019_6,1:11.845,1:11.724,0,11,12,0.0,2019,6
7656,grosjean,2019_6,1:11.837,1:12.027,0,10,13,15.0,2019,6
7657,raikkonen,2019_6,1:11.993,1:12.115,0,17,14,4.0,2019,6
7658,giovinazzi,2019_6,1:11.976,1:12.185,0,19,18,0.0,2019,6
7659,leclerc,2019_6,1:12.149,0,0,20,15,18.0,2019,6
7660,perez,2019_6,1:12.233,0,0,12,16,12.0,2019,6
7661,stroll,2019_6,1:12.846,0,0,16,17,17.0,2019,6
7662,russell,2019_6,1:13.477,0,0,15,19,0.0,2019,6
7663,kubica,2019_6,1:13.751,0,0,18,20,0.0,2019,6
7664,vettel,2019_7,1:11.200,1:11.142,1:10.240,2,1,1.0,2019,7
7665,hamilton,2019_7,1:11.518,1:11.010,1:10.446,1,2,5.0,2019,7
7666,leclerc,2019_7,1:11.214,1:11.205,1:10.920,3,3,10.0,2019,7
7667,ricciardo,2019_7,1:11.837,1:11.532,1:11.071,6,4,4.0,2019,7
7668,gasly,2019_7,1:12.023,1:11.196,1:11.079,8,5,11.0,2019,7
7669,bottas,2019_7,1:11.229,1:11.095,1:11.101,4,6,2.0,2019,7
7670,hulkenberg,2019_7,1:11.720,1:11.553,1:11.324,7,7,7.0,2019,7
7671,norris,2019_7,1:11.780,1:11.735,1:11.863,20,8,0.0,2019,7
7672,sainz,2019_7,1:11.750,1:11.572,1:13.981,11,11,8.0,2019,7
7673,kevin_magnussen,2019_7,1:12.107,1:11.786,0,17,0,13.0,2019,7
7674,max_verstappen,2019_7,1:11.619,1:11.800,0,5,9,3.0,2019,7
7675,kvyat,2019_7,1:11.965,1:11.921,0,10,10,0.0,2019,7
7676,giovinazzi,2019_7,1:12.122,1:12.136,0,13,12,0.0,2019,7
7677,albon,2019_7,1:12.020,1:12.193,0,19,13,0.0,2019,7
7678,grosjean,2019_7,1:12.109,0,0,14,14,12.0,2019,7
7679,perez,2019_7,1:12.197,0,0,12,15,14.0,2019,7
7680,raikkonen,2019_7,1:12.230,0,0,15,16,6.0,2019,7
7681,stroll,2019_7,1:12.266,0,0,9,17,20.0,2019,7
7682,russell,2019_7,1:13.617,0,0,16,18,0.0,2019,7
7683,kubica,2019_7,1:14.393,0,0,18,19,0.0,2019,7
7684,hamilton,2019_8,1:30.609,1:29.520,1:28.319,1,1,1.0,2019,8
7685,bottas,2019_8,1:30.550,1:29.437,1:28.605,2,2,7.0,2019,8
7686,leclerc,2019_8,1:30.647,1:29.699,1:28.965,3,3,10.0,2019,8
7687,max_verstappen,2019_8,1:31.327,1:30.099,1:29.409,4,4,2.0,2019,8
7688,norris,2019_8,1:30.989,1:30.019,1:29.418,9,5,0.0,2019,8
7689,sainz,2019_8,1:31.073,1:30.319,1:29.522,6,6,8.0,2019,8
7690,vettel,2019_8,1:31.075,1:29.506,1:29.799,5,7,5.0,2019,8
7691,ricciardo,2019_8,1:30.954,1:30.369,1:29.918,11,8,4.0,2019,8
7692,gasly,2019_8,1:31.152,1:30.421,1:30.184,10,9,20.0,2019,8
7693,giovinazzi,2019_8,1:31.180,1:30.408,1:33.420,16,10,0.0,2019,8
7694,albon,2019_8,1:31.445,1:30.461,0,15,11,0.0,2019,8
7695,raikkonen,2019_8,1:30.972,1:30.533,0,7,12,3.0,2019,8
7696,hulkenberg,2019_8,1:30.865,1:30.544,0,8,13,9.0,2019,8
7697,perez,2019_8,1:30.964,1:30.738,0,12,14,18.0,2019,8
7698,kevin_magnussen,2019_8,1:31.166,1:31.440,0,17,15,6.0,2019,8
7699,kvyat,2019_8,1:31.564,0,0,14,19,0.0,2019,8
7700,grosjean,2019_8,1:31.626,0,0,20,16,11.0,2019,8
7701,stroll,2019_8,1:31.726,0,0,13,17,17.0,2019,8
7702,russell,2019_8,1:32.789,0,0,19,20,0.0,2019,8
7703,kubica,2019_8,1:33.205,0,0,18,18,0.0,2019,8
7704,leclerc,2019_9,1:04.138,1:03.378,1:03.003,2,1,9.0,2019,9
7705,hamilton,2019_9,1:03.818,1:03.803,1:03.262,5,4,16.0,2019,9
7706,max_verstappen,2019_9,1:03.807,1:03.835,1:03.439,1,2,1.0,2019,9
7707,bottas,2019_9,1:04.084,1:03.863,1:03.537,3,3,19.0,2019,9
7708,kevin_magnussen,2019_9,1:04.778,1:04.466,1:04.072,19,10,5.0,2019,9
7709,norris,2019_9,1:04.361,1:04.211,1:04.099,6,5,0.0,2019,9
7710,raikkonen,2019_9,1:04.615,1:04.056,1:04.166,9,6,2.0,2019,9
7711,giovinazzi,2019_9,1:04.450,1:04.194,1:04.179,10,7,0.0,2019,9
7712,gasly,2019_9,1:04.412,1:03.988,1:04.199,7,8,11.0,2019,9
7713,vettel,2019_9,1:04.430,1:03.667,0,4,9,3.0,2019,9
7714,grosjean,2019_9,1:04.552,1:04.490,0,16,11,4.0,2019,9
7715,hulkenberg,2019_9,1:04.733,1:04.516,0,13,15,20.0,2019,9
7716,albon,2019_9,1:04.708,1:04.665,0,15,18,0.0,2019,9
7717,ricciardo,2019_9,1:04.647,1:04.790,0,12,12,18.0,2019,9
7718,sainz,2019_9,1:04.453,1:13.601,0,8,19,12.0,2019,9
7719,perez,2019_9,1:04.789,0,0,11,13,7.0,2019,9
7720,stroll,2019_9,1:04.832,0,0,14,14,14.0,2019,9
7721,kvyat,2019_9,1:05.324,0,0,17,16,0.0,2019,9
7722,russell,2019_9,1:05.904,0,0,18,0,0.0,2019,9
7723,kubica,2019_9,1:06.206,0,0,20,17,0.0,2019,9
7724,bottas,2019_10,1:25.750,1:25.672,1:25.093,2,1,4.0,2019,10
7725,hamilton,2019_10,1:25.513,1:25.840,1:25.099,1,2,2.0,2019,10
7726,leclerc,2019_10,1:25.533,1:25.546,1:25.172,3,3,19.0,2019,10
7727,max_verstappen,2019_10,1:25.700,1:25.848,1:25.276,5,4,15.0,2019,10
7728,gasly,2019_10,1:26.273,1:26.038,1:25.590,4,5,13.0,2019,10
7729,vettel,2019_10,1:25.898,1:26.023,1:25.787,16,6,1.0,2019,10
7730,ricciardo,2019_10,1:26.428,1:26.283,1:26.182,7,7,5.0,2019,10
7731,norris,2019_10,1:26.079,1:26.385,1:26.224,11,8,0.0,2019,10
7732,albon,2019_10,1:26.482,1:26.403,1:26.345,12,9,0.0,2019,10
7733,hulkenberg,2019_10,1:26.568,1:26.397,1:26.386,10,10,6.0,2019,10
7734,giovinazzi,2019_10,1:26.449,1:26.519,0,18,11,0.0,2019,10
7735,raikkonen,2019_10,1:26.558,1:26.546,0,8,12,3.0,2019,10
7736,sainz,2019_10,1:26.203,1:26.578,0,6,13,17.0,2019,10
7737,grosjean,2019_10,1:26.347,1:26.757,0,19,14,16.0,2019,10
7738,perez,2019_10,1:26.649,1:26.928,0,17,15,10.0,2019,10
7739,kevin_magnussen,2019_10,1:26.662,0,0,20,16,9.0,2019,10
7740,kvyat,2019_10,1:26.721,0,0,9,17,0.0,2019,10
7741,stroll,2019_10,1:26.762,0,0,13,18,12.0,2019,10
7742,russell,2019_10,1:27.789,0,0,14,19,0.0,2019,10
7743,kubica,2019_10,1:28.257,0,0,15,20,0.0,2019,10
7744,hamilton,2019_11,1:12.852,1:12.149,1:11.767,9,1,1.0,2019,11
7745,max_verstappen,2019_11,1:12.593,1:12.427,1:12.113,1,2,4.0,2019,11
7746,bottas,2019_11,1:13.075,1:12.424,1:12.129,15,3,2.0,2019,11
7747,gasly,2019_11,1:12.991,1:12.385,1:12.522,14,4,14.0,2019,11
7748,raikkonen,2019_11,1:13.066,1:12.519,1:12.538,12,5,3.0,2019,11
7749,grosjean,2019_11,1:13.146,1:12.769,1:12.851,7,6,6.0,2019,11
7750,sainz,2019_11,1:13.221,1:12.632,1:12.897,5,7,12.0,2019,11
7751,perez,2019_11,1:13.194,1:12.776,1:13.065,20,8,7.0,2019,11
7752,hulkenberg,2019_11,1:13.186,1:12.766,1:13.126,16,9,5.0,2019,11
7753,leclerc,2019_11,1:12.229,1:12.344,0,17,10,15.0,2019,11
7754,giovinazzi,2019_11,1:13.170,1:12.786,0,13,11,0.0,2019,11
7755,kevin_magnussen,2019_11,1:13.103,1:12.789,0,8,12,11.0,2019,11
7756,ricciardo,2019_11,1:13.131,1:12.799,0,19,13,20.0,2019,11
7757,kvyat,2019_11,1:13.278,1:13.135,0,3,14,0.0,2019,11
7758,stroll,2019_11,1:13.256,1:13.450,0,4,15,17.0,2019,11
7759,norris,2019_11,1:13.333,0,0,18,19,0.0,2019,11
7760,albon,2019_11,1:13.461,0,0,6,16,0.0,2019,11
7761,russell,2019_11,1:14.721,0,0,11,17,0.0,2019,11
7762,kubica,2019_11,1:14.839,0,0,10,18,0.0,2019,11
7763,vettel,2019_11,0,0,0,2,20,18.0,2019,11
7764,max_verstappen,2019_12,1:15.817,1:15.573,1:14.572,2,1,19.0,2019,12
7765,bottas,2019_12,1:16.078,1:15.669,1:14.590,8,2,5.0,2019,12
7766,hamilton,2019_12,1:16.068,1:15.548,1:14.769,1,3,1.0,2019,12
7767,leclerc,2019_12,1:16.337,1:15.792,1:15.043,4,4,20.0,2019,12
7768,vettel,2019_12,1:16.452,1:15.885,1:15.071,3,5,2.0,2019,12
7769,gasly,2019_12,1:16.716,1:16.393,1:15.450,6,6,6.0,2019,12
7770,norris,2019_12,1:16.697,1:16.060,1:15.800,9,7,0.0,2019,12
7771,sainz,2019_12,1:16.493,1:16.308,1:15.852,5,8,9.0,2019,12
7772,grosjean,2019_12,1:16.978,1:16.319,1:16.013,20,9,10.0,2019,12
7773,raikkonen,2019_12,1:16.506,1:16.518,1:16.041,7,10,3.0,2019,12
7774,hulkenberg,2019_12,1:16.790,1:16.565,0,12,11,12.0,2019,12
7775,albon,2019_12,1:16.912,1:16.687,0,10,12,0.0,2019,12
7776,kvyat,2019_12,1:16.750,1:16.692,0,15,13,0.0,2019,12
7777,giovinazzi,2019_12,1:16.894,1:16.804,0,18,17,0.0,2019,12
7778,kevin_magnussen,2019_12,1:16.122,1:17.081,0,13,14,7.0,2019,12
7779,russell,2019_12,1:17.031,0,0,16,15,0.0,2019,12
7780,perez,2019_12,1:17.109,0,0,11,16,14.0,2019,12
7781,ricciardo,2019_12,1:17.257,0,0,14,20,4.0,2019,12
7782,stroll,2019_12,1:17.542,0,0,17,18,17.0,2019,12
7783,kubica,2019_12,1:18.324,0,0,19,19,0.0,2019,12
7784,leclerc,2019_13,1:43.587,1:42.938,1:42.519,1,1,18.0,2019,13
7785,vettel,2019_13,1:44.109,1:43.037,1:43.267,4,2,1.0,2019,13
7786,hamilton,2019_13,1:45.260,1:43.592,1:43.282,2,3,2.0,2019,13
7787,bottas,2019_13,1:45.141,1:43.980,1:43.415,3,4,4.0,2019,13
7788,max_verstappen,2019_13,1:44.622,1:44.132,1:43.690,20,5,3.0,2019,13
7789,ricciardo,2019_13,1:45.560,1:44.103,1:44.257,14,10,16.0,2019,13
7790,hulkenberg,2019_13,1:45.899,1:44.549,1:44.542,8,12,20.0,2019,13
7791,raikkonen,2019_13,1:45.842,1:44.140,1:44.557,16,6,17.0,2019,13
7792,perez,2019_13,1:45.732,1:44.707,1:44.706,6,7,5.0,2019,13
7793,kevin_magnussen,2019_13,1:45.839,1:44.738,1:45.086,12,8,8.0,2019,13
7794,grosjean,2019_13,1:45.694,1:44.797,0,13,9,7.0,2019,13
7795,norris,2019_13,1:46.154,1:44.847,0,11,11,0.0,2019,13
7796,stroll,2019_13,1:46.000,1:45.047,0,10,16,13.0,2019,13
7797,albon,2019_13,1:45.528,1:45.799,0,5,17,0.0,2019,13
7798,giovinazzi,2019_13,1:45.637,0,0,18,18,0.0,2019,13
7799,gasly,2019_13,1:46.435,0,0,9,13,9.0,2019,13
7800,sainz,2019_13,1:46.507,0,0,19,15,11.0,2019,13
7801,kvyat,2019_13,1:46.518,0,0,7,19,0.0,2019,13
7802,russell,2019_13,1:47.548,0,0,15,14,0.0,2019,13
7803,kubica,2019_13,0,0,0,17,0,0.0,2019,13
7804,leclerc,2019_14,1:20.126,1:19.553,1:19.307,1,1,11.0,2019,14
7805,hamilton,2019_14,1:20.272,1:19.464,1:19.346,3,2,1.0,2019,14
7806,bottas,2019_14,1:20.156,1:20.018,1:19.354,2,3,3.0,2019,14
7807,vettel,2019_14,1:20.378,1:19.715,1:19.457,13,4,4.0,2019,14
7808,ricciardo,2019_14,1:20.374,1:19.833,1:19.839,4,5,17.0,2019,14
7809,hulkenberg,2019_14,1:20.155,1:20.275,1:20.049,5,6,13.0,2019,14
7810,sainz,2019_14,1:20.413,1:20.202,1:20.455,20,7,8.0,2019,14
7811,albon,2019_14,1:20.382,1:20.021,0,6,8,0.0,2019,14
7812,stroll,2019_14,1:20.643,1:20.498,0,12,9,9.0,2019,14
7813,raikkonen,2019_14,1:20.634,1:20.515,0,15,0,2.0,2019,14
7814,giovinazzi,2019_14,1:20.657,1:20.517,0,9,10,0.0,2019,14
7815,kevin_magnussen,2019_14,1:20.616,1:20.615,0,18,11,16.0,2019,14
7816,kvyat,2019_14,1:20.723,1:20.630,0,19,12,0.0,2019,14
7817,norris,2019_14,1:20.646,1:21.068,0,10,16,0.0,2019,14
7818,gasly,2019_14,1:20.508,1:21.125,0,11,17,14.0,2019,14
7819,grosjean,2019_14,1:20.784,0,0,16,13,20.0,2019,14
7820,perez,2019_14,1:21.291,0,0,7,18,7.0,2019,14
7821,russell,2019_14,1:21.800,0,0,14,14,0.0,2019,14
7822,kubica,2019_14,1:22.356,0,0,17,15,0.0,2019,14
7823,max_verstappen,2019_14,0,0,0,8,19,5.0,2019,14
7824,leclerc,2019_15,1:38.014,1:36.650,1:36.217,2,1,9.0,2019,15
7825,hamilton,2019_15,1:37.565,1:36.933,1:36.408,4,2,1.0,2019,15
7826,vettel,2019_15,1:38.374,1:36.720,1:36.437,1,3,3.0,2019,15
7827,max_verstappen,2019_15,1:38.540,1:37.089,1:36.813,3,4,2.0,2019,15
7828,bottas,2019_15,1:37.317,1:37.142,1:37.146,5,5,4.0,2019,15
7829,albon,2019_15,1:39.106,1:37.865,1:37.411,6,6,0.0,2019,15
7830,sainz,2019_15,1:38.882,1:37.982,1:37.818,12,7,8.0,2019,15
7831,hulkenberg,2019_15,1:39.001,1:38.580,1:38.264,9,8,10.0,2019,15
7832,norris,2019_15,1:38.606,1:37.572,1:38.329,7,9,0.0,2019,15
7833,perez,2019_15,1:39.909,1:38.520,0,19,15,16.0,2019,15
7834,giovinazzi,2019_15,1:39.272,1:38.697,0,10,10,0.0,2019,15
7835,gasly,2019_15,1:39.085,1:38.699,0,8,11,13.0,2019,15
7836,raikkonen,2019_15,1:39.454,1:38.858,0,18,12,5.0,2019,15
7837,kevin_magnussen,2019_15,1:39.942,1:39.650,0,17,13,18.0,2019,15
7838,kvyat,2019_15,1:39.957,0,0,15,14,0.0,2019,15
7839,stroll,2019_15,1:39.979,0,0,13,16,14.0,2019,15
7840,grosjean,2019_15,1:40.277,0,0,11,17,15.0,2019,15
7841,russell,2019_15,1:40.867,0,0,20,18,0.0,2019,15
7842,kubica,2019_15,1:41.186,0,0,16,19,0.0,2019,15
7843,ricciardo,2019_15,0,0,0,14,20,6.0,2019,15
7844,leclerc,2019_16,1:33.613,1:32.434,1:31.628,3,1,7.0,2019,16
7845,hamilton,2019_16,1:33.230,1:33.134,1:32.030,1,2,1.0,2019,16
7846,vettel,2019_16,1:33.032,1:32.536,1:32.053,18,3,3.0,2019,16
7847,max_verstappen,2019_16,1:33.368,1:32.634,1:32.310,4,9,5.0,2019,16
7848,bottas,2019_16,1:33.413,1:33.281,1:32.632,2,4,2.0,2019,16
7849,sainz,2019_16,1:34.184,1:33.807,1:33.222,6,5,17.0,2019,16
7850,hulkenberg,2019_16,1:34.236,1:33.898,1:33.289,10,6,12.0,2019,16
7851,norris,2019_16,1:34.201,1:33.725,1:33.301,8,7,0.0,2019,16
7852,grosjean,2019_16,1:34.283,1:33.643,1:33.517,20,8,11.0,2019,16
7853,ricciardo,2019_16,1:34.138,1:33.862,1:33.661,19,10,6.0,2019,16
7854,gasly,2019_16,1:34.456,1:33.950,0,14,16,19.0,2019,16
7855,perez,2019_16,1:34.336,1:33.958,0,7,11,10.0,2019,16
7856,giovinazzi,2019_16,1:34.755,1:34.037,0,15,12,0.0,2019,16
7857,kevin_magnussen,2019_16,1:33.889,1:34.082,0,9,13,8.0,2019,16
7858,stroll,2019_16,1:34.287,1:34.233,0,11,14,15.0,2019,16
7859,raikkonen,2019_16,1:34.840,0,0,13,15,4.0,2019,16
7860,russell,2019_16,1:35.356,0,0,17,17,0.0,2019,16
7861,kubica,2019_16,1:36.474,0,0,16,18,0.0,2019,16
7862,albon,2019_16,1:39.197,0,0,5,0,0.0,2019,16
7863,kvyat,2019_16,1:39.544,0,0,12,19,0.0,2019,16
7864,vettel,2019_17,1:28.988,1:28.174,1:27.064,2,1,6.0,2019,17
7865,leclerc,2019_17,1:28.405,1:28.179,1:27.253,6,2,18.0,2019,17
7866,bottas,2019_17,1:28.896,1:27.688,1:27.293,1,3,2.0,2019,17
7867,hamilton,2019_17,1:28.735,1:27.826,1:27.302,3,4,1.0,2019,17
7868,max_verstappen,2019_17,1:28.754,1:28.499,1:27.851,18,5,3.0,2019,17
7869,albon,2019_17,1:29.351,1:28.156,1:27.851,4,6,0.0,2019,17
7870,sainz,2019_17,1:29.018,1:28.577,1:28.304,5,7,10.0,2019,17
7871,norris,2019_17,1:28.873,1:28.571,1:28.464,11,8,0.0,2019,17
7872,gasly,2019_17,1:29.411,1:28.779,1:28.836,7,9,11.0,2019,17
7873,grosjean,2019_17,1:29.572,1:29.144,1:29.341,13,10,8.0,2019,17
7874,giovinazzi,2019_17,1:29.604,1:29.254,0,14,11,0.0,2019,17
7875,stroll,2019_17,1:29.594,1:29.345,0,9,12,17.0,2019,17
7876,raikkonen,2019_17,1:29.636,1:29.358,0,12,13,5.0,2019,17
7877,kvyat,2019_17,1:29.723,1:29.563,0,10,14,0.0,2019,17
7878,hulkenberg,2019_17,1:29.619,1:30.112,0,20,15,19.0,2019,17
7879,ricciardo,2019_17,1:29.822,0,0,19,16,4.0,2019,17
7880,perez,2019_17,1:30.344,0,0,8,17,7.0,2019,17
7881,russell,2019_17,1:30.364,0,0,16,18,0.0,2019,17
7882,kevin_magnussen,2019_17,0,0,0,15,19,20.0,2019,17
7883,kubica,2019_17,0,0,0,17,0,0.0,2019,17
7884,max_verstappen,2019_18,1:15.949,1:16.136,1:14.758,6,4,1.0,2019,18
7885,leclerc,2019_18,1:16.364,1:16.219,1:15.024,4,1,7.0,2019,18
7886,vettel,2019_18,1:16.696,1:15.914,1:15.170,2,2,2.0,2019,18
7887,hamilton,2019_18,1:16.424,1:15.721,1:15.262,1,3,4.0,2019,18
7888,albon,2019_18,1:16.175,1:16.574,1:15.336,5,5,0.0,2019,18
7889,bottas,2019_18,1:17.062,1:15.852,1:15.338,3,6,5.0,2019,18
7890,sainz,2019_18,1:17.044,1:16.267,1:16.014,13,7,19.0,2019,18
7891,norris,2019_18,1:17.092,1:16.447,1:16.322,20,8,0.0,2019,18
7892,kvyat,2019_18,1:17.041,1:16.657,1:16.469,11,9,0.0,2019,18
7893,gasly,2019_18,1:17.065,1:16.679,1:16.586,9,10,10.0,2019,18
7894,perez,2019_18,1:17.465,1:16.687,0,7,11,18.0,2019,18
7895,hulkenberg,2019_18,1:17.608,1:16.885,0,10,12,6.0,2019,18
7896,ricciardo,2019_18,1:17.270,1:16.933,0,8,13,17.0,2019,18
7897,raikkonen,2019_18,1:17.225,1:16.967,0,19,14,3.0,2019,18
7898,giovinazzi,2019_18,1:17.794,1:17.269,0,14,15,0.0,2019,18
7899,stroll,2019_18,1:18.065,0,0,12,16,12.0,2019,18
7900,kevin_magnussen,2019_18,1:18.436,0,0,15,17,15.0,2019,18
7901,grosjean,2019_18,1:18.599,0,0,17,18,16.0,2019,18
7902,russell,2019_18,1:18.823,0,0,16,19,0.0,2019,18
7903,kubica,2019_18,1:20.179,0,0,18,20,0.0,2019,18
7904,bottas,2019_19,1:33.750,1:33.160,1:32.029,1,1,5.0,2019,19
7905,vettel,2019_19,1:33.766,1:33.782,1:32.041,20,2,4.0,2019,19
7906,max_verstappen,2019_19,1:33.549,1:33.120,1:32.096,3,3,2.0,2019,19
7907,leclerc,2019_19,1:33.988,1:32.760,1:32.137,4,4,15.0,2019,19
7908,hamilton,2019_19,1:33.454,1:33.045,1:32.321,2,5,3.0,2019,19
7909,albon,2019_19,1:33.984,1:32.898,1:32.548,5,6,0.0,2019,19
7910,sainz,2019_19,1:33.916,1:33.422,1:32.847,8,7,7.0,2019,19
7911,norris,2019_19,1:33.353,1:33.316,1:33.175,7,8,0.0,2019,19
7912,ricciardo,2019_19,1:33.835,1:33.608,1:33.488,6,9,16.0,2019,19
7913,gasly,2019_19,1:33.556,1:33.715,1:33.601,16,10,12.0,2019,19
7914,hulkenberg,2019_19,1:34.092,1:33.815,0,9,11,6.0,2019,19
7915,kevin_magnussen,2019_19,1:33.812,1:33.979,0,18,12,20.0,2019,19
7916,kvyat,2019_19,1:34.138,1:33.989,0,12,13,0.0,2019,19
7917,stroll,2019_19,1:33.921,1:34.100,0,13,14,14.0,2019,19
7918,grosjean,2019_19,1:34.161,1:34.158,0,15,15,17.0,2019,19
7919,giovinazzi,2019_19,1:34.226,0,0,14,16,0.0,2019,19
7920,raikkonen,2019_19,1:34.369,0,0,11,17,1.0,2019,19
7921,russell,2019_19,1:35.372,0,0,17,18,0.0,2019,19
7922,perez,2019_19,1:35.808,0,0,10,0,8.0,2019,19
7923,kubica,2019_19,1:35.889,0,0,19,19,0.0,2019,19
